fecha_hora,dia_semana,hora,segmento_id,segmento_nombre,latitud,longitud,longitud_m,tipo_via,velocidad_maxima_kmh,temperatura_c,lluvia_mm,llueve,velocidad_promedio_kmh,indice_congestion,categoria_flujo
2024-10-01 03:00:00,Martes,0,SEG001,Av. O'Higgins (Ruta 5 - L. Arellano),-36.606,-72.103,1200,arterial,50,13.6,0,0,43.2,6,Fluido
2024-10-01 03:00:00,Martes,0,SEG002,Av. O'Higgins (L. Arellano - P. Piedra),-36.606,-72.095,1500,arterial,50,13.6,0,0,43.8,12,Fluido
2024-10-01 03:00:00,Martes,0,SEG003,Av. O'Higgins (P. Piedra - Collín),-36.606,-72.085,1800,arterial,50,13.6,0,0,40.4,7,Fluido
2024-10-01 03:00:00,Martes,0,SEG004,Av. O'Higgins (Collín - Ecuador),-36.606,-72.072,2000,arterial,50,13.6,0,0,42.7,14,Fluido
2024-10-01 03:00:00,Martes,0,SEG005,Av. Collín (Ecuador - O'Higgins),-36.603,-72.104,800,arterial,50,13.6,0,0,43.5,3,Fluido
2024-10-01 03:00:00,Martes,0,SEG006,Av. Collín (O'Higgins - Argentina),-36.609,-72.104,900,arterial,50,13.6,0,0,41,12,Fluido
2024-10-01 03:00:00,Martes,0,SEG007,Rotonda Collín,-36.612,-72.104,300,rotonda,30,13.6,0,0,16.2,47,Moderado
2024-10-01 03:00:00,Martes,0,SEG008,Av. Ecuador (Argentina - O'Higgins),-36.601,-72.1,1200,arterial,50,13.6,0,0,40.6,13,Fluido
2024-10-01 03:00:00,Martes,0,SEG009,Av. Ecuador (O'Higgins - Brasil),-36.601,-72.09,1100,arterial,50,13.6,0,0,40.9,10,Fluido
2024-10-01 03:00:00,Martes,0,SEG010,Av. Ecuador (Brasil - Francia),-36.601,-72.08,1000,arterial,50,13.6,0,0,43.3,13,Fluido
2024-10-01 03:00:00,Martes,0,SEG011,Av. A. de Ercilla (Centro - Nororiente),-36.604,-72.095,1500,colectora,40,13.6,0,0,32.4,6,Fluido
2024-10-01 03:00:00,Martes,0,SEG012,Av. A. de Ercilla (hacia Pinto),-36.598,-72.088,2000,colectora,50,13.6,0,0,43.2,5,Fluido
2024-10-01 03:00:00,Martes,0,SEG013,Av. R. de Gamboa (Centro),-36.615,-72.098,1200,colectora,40,13.6,0,0,34.5,3,Fluido
2024-10-01 03:00:00,Martes,0,SEG014,Av. R. de Gamboa (Periférico),-36.62,-72.095,1800,colectora,50,13.6,0,0,42.9,6,Fluido
2024-10-01 03:00:00,Martes,0,SEG015,Puente Chillán-Ch. Viejo (N-S),-36.625,-72.103,500,puente,40,13.6,0,0,25.9,19,Fluido
2024-10-01 03:00:00,Martes,0,SEG016,Acceso Norte Puente,-36.623,-72.103,600,colectora,40,13.6,0,0,34,8,Fluido
2024-10-01 03:00:00,Martes,0,SEG017,Acceso Sur Puente,-36.627,-72.103,600,colectora,40,13.6,0,0,34.8,2,Fluido
2024-10-01 03:00:00,Martes,0,SEG018,Constitución (Centro Cívico),-36.606,-72.101,400,local,30,13.6,0,0,18.3,33,Moderado
2024-10-01 03:00:00,Martes,0,SEG019,18 de Septiembre (Plaza),-36.607,-72.103,500,local,30,13.6,0,0,20.5,24,Fluido
2024-10-01 03:00:00,Martes,0,SEG020,Arauco (Comercial),-36.608,-72.102,450,local,30,13.6,0,0,21,19,Fluido
2024-10-01 03:00:00,Martes,0,SEG021,Av. Brasil (Terminal),-36.61,-72.098,800,arterial,40,13.6,0,0,28.5,19,Fluido
2024-10-01 03:00:00,Martes,0,SEG022,Acceso Terminal,-36.611,-72.097,300,local,30,13.6,0,0,19.1,20,Fluido
2024-10-01 03:00:00,Martes,0,SEG023,Av. Argentina (Hospital),-36.614,-72.11,1000,arterial,40,13.6,0,0,27.4,17,Fluido
2024-10-01 03:00:00,Martes,0,SEG024,Francisco Ramírez (Hospital),-36.615,-72.111,600,colectora,30,13.6,0,0,20.5,27,Fluido
2024-10-01 03:00:00,Martes,0,SEG025,Acceso Emergencias Hospital,-36.616,-72.11,200,local,20,13.6,0,0,14.3,31,Moderado
2024-10-01 04:00:00,Martes,1,SEG001,Av. O'Higgins (Ruta 5 - L. Arellano),-36.606,-72.103,1200,arterial,50,13.5,0,0,43.7,3,Fluido
2024-10-01 04:00:00,Martes,1,SEG002,Av. O'Higgins (L. Arellano - P. Piedra),-36.606,-72.095,1500,arterial,50,13.5,0,0,43.3,7,Fluido
2024-10-01 04:00:00,Martes,1,SEG003,Av. O'Higgins (P. Piedra - Collín),-36.606,-72.085,1800,arterial,50,13.5,0,0,43.6,2,Fluido
2024-10-01 04:00:00,Martes,1,SEG004,Av. O'Higgins (Collín - Ecuador),-36.606,-72.072,2000,arterial,50,13.5,0,0,42.5,12,Fluido
2024-10-01 04:00:00,Martes,1,SEG005,Av. Collín (Ecuador - O'Higgins),-36.603,-72.104,800,arterial,50,13.5,0,0,42.6,4,Fluido
2024-10-01 04:00:00,Martes,1,SEG006,Av. Collín (O'Higgins - Argentina),-36.609,-72.104,900,arterial,50,13.5,0,0,42.1,11,Fluido
2024-10-01 04:00:00,Martes,1,SEG007,Rotonda Collín,-36.612,-72.104,300,rotonda,30,13.5,0,0,15.9,36,Moderado
2024-10-01 04:00:00,Martes,1,SEG008,Av. Ecuador (Argentina - O'Higgins),-36.601,-72.1,1200,arterial,50,13.5,0,0,42.1,12,Fluido
2024-10-01 04:00:00,Martes,1,SEG009,Av. Ecuador (O'Higgins - Brasil),-36.601,-72.09,1100,arterial,50,13.5,0,0,43.3,12,Fluido
2024-10-01 04:00:00,Martes,1,SEG010,Av. Ecuador (Brasil - Francia),-36.601,-72.08,1000,arterial,50,13.5,0,0,42.9,4,Fluido
2024-10-01 04:00:00,Martes,1,SEG011,Av. A. de Ercilla (Centro - Nororiente),-36.604,-72.095,1500,colectora,40,13.5,0,0,33.1,7,Fluido
2024-10-01 04:00:00,Martes,1,SEG012,Av. A. de Ercilla (hacia Pinto),-36.598,-72.088,2000,colectora,50,13.5,0,0,42.4,11,Fluido
2024-10-01 04:00:00,Martes,1,SEG013,Av. R. de Gamboa (Centro),-36.615,-72.098,1200,colectora,40,13.5,0,0,31.7,32,Moderado
2024-10-01 04:00:00,Martes,1,SEG014,Av. R. de Gamboa (Periférico),-36.62,-72.095,1800,colectora,50,13.5,0,0,43.7,14,Fluido
2024-10-01 04:00:00,Martes,1,SEG015,Puente Chillán-Ch. Viejo (N-S),-36.625,-72.103,500,puente,40,13.5,0,0,27.2,17,Fluido
2024-10-01 04:00:00,Martes,1,SEG016,Acceso Norte Puente,-36.623,-72.103,600,colectora,40,13.5,0,0,35.2,6,Fluido
2024-10-01 04:00:00,Martes,1,SEG017,Acceso Sur Puente,-36.627,-72.103,600,colectora,40,13.5,0,0,32.3,9,Fluido
2024-10-01 04:00:00,Martes,1,SEG018,Constitución (Centro Cívico),-36.606,-72.101,400,local,30,13.5,0,0,19.6,23,Fluido
2024-10-01 04:00:00,Martes,1,SEG019,18 de Septiembre (Plaza),-36.607,-72.103,500,local,30,13.5,0,0,17.4,52,Moderado
2024-10-01 04:00:00,Martes,1,SEG020,Arauco (Comercial),-36.608,-72.102,450,local,30,13.5,0,0,20.5,25,Fluido
2024-10-01 04:00:00,Martes,1,SEG021,Av. Brasil (Terminal),-36.61,-72.098,800,arterial,40,13.5,0,0,29.1,28,Fluido
2024-10-01 04:00:00,Martes,1,SEG022,Acceso Terminal,-36.611,-72.097,300,local,30,13.5,0,0,21.1,17,Fluido
2024-10-01 04:00:00,Martes,1,SEG023,Av. Argentina (Hospital),-36.614,-72.11,1000,arterial,40,13.5,0,0,28.6,20,Fluido
2024-10-01 04:00:00,Martes,1,SEG024,Francisco Ramírez (Hospital),-36.615,-72.111,600,colectora,30,13.5,0,0,21.5,24,Fluido
2024-10-01 04:00:00,Martes,1,SEG025,Acceso Emergencias Hospital,-36.616,-72.11,200,local,20,13.5,0,0,13.7,24,Fluido
2024-10-01 05:00:00,Martes,2,SEG001,Av. O'Higgins (Ruta 5 - L. Arellano),-36.606,-72.103,1200,arterial,50,13.3,0,0,40.1,9,Fluido
2024-10-01 05:00:00,Martes,2,SEG002,Av. O'Higgins (L. Arellano - P. Piedra),-36.606,-72.095,1500,arterial,50,13.3,0,0,42.2,5,Fluido
2024-10-01 05:00:00,Martes,2,SEG003,Av. O'Higgins (P. Piedra - Collín),-36.606,-72.085,1800,arterial,50,13.3,0,0,42.1,13,Fluido
2024-10-01 05:00:00,Martes,2,SEG004,Av. O'Higgins (Collín - Ecuador),-36.606,-72.072,2000,arterial,50,13.3,0,0,40.5,1,Fluido
2024-10-01 05:00:00,Martes,2,SEG005,Av. Collín (Ecuador - O'Higgins),-36.603,-72.104,800,arterial,50,13.3,0,0,43.5,1,Fluido
2024-10-01 05:00:00,Martes,2,SEG006,Av. Collín (O'Higgins - Argentina),-36.609,-72.104,900,arterial,50,13.3,0,0,43.4,7,Fluido
2024-10-01 05:00:00,Martes,2,SEG007,Rotonda Collín,-36.612,-72.104,300,rotonda,30,13.3,0,0,18.4,25,Fluido
2024-10-01 05:00:00,Martes,2,SEG008,Av. Ecuador (Argentina - O'Higgins),-36.601,-72.1,1200,arterial,50,13.3,0,0,42.1,4,Fluido
2024-10-01 05:00:00,Martes,2,SEG009,Av. Ecuador (O'Higgins - Brasil),-36.601,-72.09,1100,arterial,50,13.3,0,0,40.8,0,Fluido
2024-10-01 05:00:00,Martes,2,SEG010,Av. Ecuador (Brasil - Francia),-36.601,-72.08,1000,arterial,50,13.3,0,0,42.6,2,Fluido
2024-10-01 05:00:00,Martes,2,SEG011,Av. A. de Ercilla (Centro - Nororiente),-36.604,-72.095,1500,colectora,40,13.3,0,0,34.7,7,Fluido
